Unnamed: 0,title,body,date,language,predicted_score
9886,Helpful service,online booking problematic internet connection galas fault phoned agent helpful compound problem bank chose stop credit card suspicious transaction tried complete phone booking agent reassuring booking held cleared transaction bank could bit nightmare made smooth galas helpful attitude,"Date of experience: March 23, 2018",en,1
9887,Fin serves.,fin servesevriting fin,"Date of experience: March 23, 2018",en,4
9888,I asked for an invoice for the hotel…,asked invoice hotel booking wyndham garden berlin matte hotel order prepare travel expenses hotel issue invoice prepaid gala hotels receive answer galahotels,"Date of experience: March 23, 2018",en,0
9889,I had a problem making the reserva,problem making reservation tried calling hotel help desk charged of reservation know happened trying speak someone correct issue luck id like call back discuss problem,"Date of experience: March 22, 2018",en,0
9890,Sad to have to give a poor review,sad give poor review apart hotel price competitive experience gala porte us telephone transfers voicemail turkey always closedmessages sent answered promptly detail actual questions posed free transfer havana airport hotel happen given of euro credit future booking compensation actually cost 30cuc euro of taxi plus quite delay make arrangement long tiring day,"Date of experience: March 22, 2018",en,0
9891,Everything went perfectly,everything went perfectly hotel great reservation wait us arrived admit little concerned booking third party paying advance everything went smoothly great trip,"Date of experience: March 22, 2018",en,4
9892,The booking was supposed to include a…,booking supposed include free pick airport hotel unfortunately one waiting us arrived take paid taxi hotel turns happened lot bookings galahotels pity,"Date of experience: March 22, 2018",en,0
9893,Very good prices and very easy to make…,good prices easy make booking,"Date of experience: March 22, 2018",en,4
9894,Total frauds,total frauds buyer bewarethey say free cancellations mean agent charged cancellation get money back sorrynice nonresponsive,"Date of experience: March 22, 2018",en,0
9895,We were tried cheated by the restaurant…,tried cheated restaurant staff hotel 170 euros claimed paid food came forward taxi waiting us airport demanded management get hold police wanted report case asked restaurant description man willy appeared hotel said sorry made mistake ask us sign bill already paid hotel management come help apologies seemed like planned,"Date of experience: March 21, 2018",en,0
9896,Was hard to book with,hard book stated get reservation went reserve said one,"Date of experience: March 21, 2018",en,0
9897,Thanks,easy fast cheap,"Date of experience: March 21, 2018",en,4
9898,Simple and effective processing of…,simple effective processing reservations worked extremely well,"Date of experience: March 21, 2018",en,4
9899,Easy Travel,great prices accurate description property,"Date of experience: March 21, 2018",en,4
9900,A disappointing experience,several aspects found hotel substandard showerbath leaky every time used bathroom floor flooded water flowing room frequent shortages food buffet restaurant delays replenishing items first diners taken selection first day hot meat courses available lunch provision cups drinks particularly hot drinks slow many prompts needed peripheral carpool restaurants closed snacks available small poolside grills low quality used tasteless stale bread buffet bar reeked tobacco smoke internet connectivity really available near reception area even proved unreliable extremely slow previously stayed hotels mayo santa maria including ones supposedly downmarket better one almost respects,"Date of experience: March 20, 2018",en,3
9901,Satisified with the Hotel,satisfied hotel think dislike wifi available free,"Date of experience: March 20, 2018",en,3
9902,Hotel wouldn't respect confirmed choice,although booked kingsized bed even got kindsized bedroom confirmed assigned twin bedroom explanations given,"Date of experience: March 20, 2018",en,3
9903,"Good value for money, good business location",room alright reasonably clean kind helpful staff lines long waiting close subway airport train a pm one stop bella centre next time copenhagen would consider taking hotel,"Date of experience: March 20, 2018",en,4
9904,they ripped me off took my money but…,ripped took money never reserved hotel room pay 180 dates hotel email correspondence failed get answers backed actions nothing apologies promise refund refund actually made time,"Date of experience: March 20, 2018",en,0
